ts,symbol,timeframe,price,ema_fast_period,ema_slow_period,ema_trend_period,rsi_period,rsi_min,rsi_max,tp_pct,sl_pct,ema_fast,ema_slow,ema_trend,rsi,buy_signal,position_open
2026-02-24 20:00:00,ETH/USDC,15m,1852.54,20,50,200,14,40.0,55.0,1.2,0.7,1848.9925718564086,1842.8088502471319,1867.0772196735943,56.075778351530865,False,False
2026-02-24 20:15:00,ETH/USDC,5m,1853.55,20,50,100,14,35.0,60.0,1.2,0.7,1852.6620445306592,1850.4726339264148,1844.4424919107746,51.795637981295364,False,False
2026-02-24 20:25:00,ETH/USDC,1m,1857.47,20,50,100,14,35.0,60.0,1.2,0.7,1854.5955391919358,1853.7164553433379,1853.7791447298744,64.47579191986159,False,False
2026-02-24 20:26:00,ETH/USDC,1m,1858.44,20,50,100,14,35.0,60.0,1.2,0.7,1854.9616783206582,1853.9023376366126,1853.9060027403648,67.31004644051134,False,False
2026-02-24 20:27:00,ETH/USDC,1m,1857.75,20,50,100,14,35.0,60.0,1.2,0.7,1855.2272327554435,1854.0515347608577,1853.8915081700793,63.433066894389654,False,False
2026-02-24 20:28:00,ETH/USDC,1m,1857.87,20,50,100,14,35.0,60.0,1.2,0.7,1855.4789248832035,1854.2027154802747,1854.0472648073282,63.8232767713226,True,False
2026-02-24 20:30:00,ETH/USDC,1m,1855.45,20,50,100,14,35.0,60.0,1.2,0.7,1855.590865949857,1854.350237625675,1854.1486311342258,51.39485078400255,True,False
2026-02-24 20:31:00,ETH/USDC,1m,1856.25,20,50,100,14,35.0,60.0,1.2,0.7,1855.6536406193277,1854.4244311822042,1854.1738012177498,54.64092927020412,True,False
2026-02-24 20:32:00,ETH/USDC,1m,1857.6,20,50,100,14,35.0,60.0,1.2,0.7,1855.839008174395,1854.5481855073801,1854.199983290516,59.55030291781409,True,False
2026-02-24 20:33:00,ETH/USDC,1m,1859.37,20,50,100,14,35.0,60.0,1.2,0.7,1856.1752931059777,1854.736624048227,1854.2674223490878,64.9125461711578,True,False
2026-02-24 20:34:00,ETH/USDC,1m,1858.36,20,50,100,14,35.0,60.0,1.2,0.7,1856.3833604358722,1854.8797531072992,1854.4039524770533,60.02291652744111,True,False
2026-02-24 20:35:00,ETH/USDC,1m,1859.26,20,50,100,14,35.0,60.0,1.2,0.7,1856.6573261111105,1855.0519111561712,1854.520663310375,62.717841469509835,True,False
2026-02-24 20:36:00,ETH/USDC,1m,1858.81,20,50,100,14,35.0,60.0,1.2,0.7,1856.8623426711283,1855.1991581396794,1854.5986879012205,60.521012622099654,True,False
2026-02-24 20:37:00,ETH/USDC,1m,1858.41,20,50,100,14,35.0,60.0,1.2,0.7,1857.0097386089137,1855.3253385815706,1854.6883586298272,58.5574623983779,True,False
2026-02-24 20:38:00,ETH/USDC,1m,1858.5,20,50,100,14,35.0,60.0,1.2,0.7,1857.151668260234,1855.4490608102842,1854.7223600606908,58.8807578096008,True,False
2026-02-24 20:39:00,ETH/USDC,1m,1858.19,20,50,100,14,35.0,60.0,1.2,0.7,1857.2505569961447,1855.5563602790107,1854.7809372914912,57.22505480344177,True,False
2026-02-24 20:42:00,ETH/USDC,1m,1859.05,20,50,100,14,35.0,60.0,1.2,0.7,1857.5564269998704,1855.8792075110175,1854.9989862722011,60.85751228062628,True,False
2026-02-24 20:43:00,ETH/USDC,1m,1859.68,20,50,100,14,35.0,60.0,1.2,0.7,1857.758672047502,1856.0282581968602,1855.0916796133456,63.365477563610575,True,False
2026-02-24 20:44:00,ETH/USDC,1m,1860.3,20,50,100,14,35.0,60.0,1.2,0.7,1858.0007032788774,1856.1954356762537,1855.1765051733234,65.69502773863562,True,False
2026-02-24 20:46:00,ETH/USDC,1m,1859.18,20,50,100,14,35.0,60.0,1.2,0.7,1858.199986122504,1856.4172158432625,1855.2597506890038,58.24107889352226,True,False
2026-02-24 20:47:00,ETH/USDC,1m,1860.21,20,50,100,14,35.0,60.0,1.2,0.7,1858.391416014277,1856.565746695092,1855.346752363204,62.49689907337037,True,False
2026-02-24 20:48:00,ETH/USDC,1m,1859.46,20,50,100,14,35.0,60.0,1.2,0.7,1858.4931859191581,1856.6794770212507,1855.4405336973157,57.87195522162573,True,False
2026-02-24 20:49:00,ETH/USDC,1m,1858.04,20,50,100,14,35.0,60.0,1.2,0.7,1858.4500253575347,1856.7331587192523,1855.5095704483351,50.284504876830134,True,False
2026-02-24 20:50:00,ETH/USDC,1m,1860.12,20,50,100,14,35.0,60.0,1.2,0.7,1858.6090705620045,1856.8660422930848,1855.6044158834966,58.80442695280599,True,False
2026-02-24 20:51:00,ETH/USDC,1m,1858.82,20,50,100,14,35.0,60.0,1.2,0.7,1858.6291590785422,1856.9424553280912,1855.656694088658,52.722967470188465,True,False
2026-02-24 20:52:00,ETH/USDC,1m,1858.34,20,50,100,14,35.0,60.0,1.2,0.7,1858.6016201191512,1856.997334245858,1855.713752322861,50.64046073509639,True,False
2026-02-24 20:53:00,ETH/USDC,1m,1857.65,20,50,100,14,35.0,60.0,1.2,0.7,1858.5109896291938,1857.0225522960445,1855.7319160478003,47.7224164491188,True,False
2026-02-24 20:54:00,ETH/USDC,1m,1857.65,20,50,100,14,35.0,60.0,1.2,0.7,1858.4289906161728,1857.047046477906,1855.7639192969134,47.72240804040289,True,False
2026-02-24 20:55:00,ETH/USDC,1m,1856.89,20,50,100,14,35.0,60.0,1.2,0.7,1858.2824200798427,1857.0406610837708,1855.7740738704426,44.45049122395182,True,False
2026-02-24 20:56:00,ETH/USDC,1m,1857.83,20,50,100,14,35.0,60.0,1.2,0.7,1858.2393324547593,1857.0718596989338,1855.827863491223,49.09899667732714,True,False
2026-02-24 21:27:00,ETH/USDC,1m,1849.43,20,50,100,14,35.0,60.0,1.2,0.7,1850.862025275787,1852.805773397473,1853.6857023933762,41.26685329971746,False,False
2026-02-24 21:28:00,ETH/USDC,1m,1849.21,20,50,100,14,35.0,60.0,1.2,0.7,1850.7046895350568,1852.664734773391,1853.5955799703786,40.49508015070711,False,False
2026-02-24 21:29:00,ETH/USDC,1m,1847.95,20,50,100,14,35.0,60.0,1.2,0.7,1850.4423381510342,1852.4798850675688,1853.486028286845,36.30698427184243,False,False
2026-02-24 21:30:00,ETH/USDC,1m,1848.15,20,50,100,14,35.0,60.0,1.2,0.7,1850.2240202294684,1852.309708967885,1853.3601865471496,37.4134371745738,False,False
2026-02-24 21:32:00,ETH/USDC,1m,1848.85,20,50,100,14,30.0,70.0,1.2,0.7,1849.9023839015392,1852.0112014535841,1853.12203827108,41.791669350399935,True,False
2026-02-24 21:34:00,ETH/USDC,1m,1848.0,20,50,100,14,30.0,70.0,1.2,0.7,1849.4762825154296,1851.6676487936454,1852.9190122640277,40.56247350369943,True,True
2026-02-24 21:40:00,ETH/USDC,1m,1852.54,20,50,100,14,30.0,70.0,1.2,0.7,1850.3063577354587,1851.5694060941032,1852.8010885764338,59.215466382832886,True,True
2026-02-24 21:41:00,ETH/USDC,1m,1852.86,20,50,100,14,30.0,70.0,1.2,0.7,1850.5495617599586,1851.6199094972003,1852.7964633595536,60.37269146872398,True,True
2026-02-24 21:45:00,ETH/USDC,1m,1854.01,20,50,100,14,30.0,70.0,1.2,0.7,1851.4999782900882,1851.8850932855328,1852.830560733827,64.03544539696759,True,True
2026-02-24 21:46:00,ETH/USDC,1m,1853.55,20,50,100,14,30.0,70.0,1.2,0.7,1851.6952184514582,1851.95015354837,1852.8324761700712,61.028428027355965,False,True
2026-02-24 21:52:00,ETH/USDC,1m,1851.33,20,50,100,14,30.0,70.0,1.2,0.7,1851.8706169853,1851.9921451568798,1852.828062428514,47.23675121076091,False,True
2026-02-24 21:54:00,ETH/USDC,1m,1852.6,20,50,100,14,30.0,70.0,1.2,0.7,1851.9443372577575,1852.0129043997217,1852.7866588212148,55.11517094971222,True,True
2026-02-24 21:55:00,ETH/USDC,1m,1853.82,20,50,100,14,30.0,70.0,1.2,0.7,1852.1229718090735,1852.0844614835116,1852.8441136803508,61.29849182520862,True,True
2026-02-24 21:56:00,ETH/USDC,1m,1853.78,20,50,100,14,30.0,70.0,1.2,0.7,1852.2807840164116,1852.1507474082728,1852.8516230180892,61.00182111340278,False,False
2026-02-24 22:00:00,ETH/USDC,5m,1859.95,20,50,200,14,40.0,55.0,1.2,0.7,1853.5693877734102,1852.4913873792636,1840.2983202990022,60.961447234506174,False,True
2026-02-24 22:05:00,ETH/USDC,5m,1860.65,20,50,200,14,40.0,55.0,1.2,0.7,1854.2437317960885,1852.8115038757358,1840.5678042223306,61.874308213476894,False,True
2026-02-24 22:10:00,ETH/USDC,5m,1861.83,20,50,200,14,40.0,55.0,1.2,0.7,1854.966233526971,1853.1647309242644,1840.6071349796305,63.42689654758673,False,True
2026-02-24 22:15:00,ETH/USDC,5m,1858.55,20,50,200,14,40.0,55.0,1.2,0.7,1855.3075446207608,1853.376092338171,1840.854017529264,56.53519352204552,False,True
2026-02-24 22:20:00,ETH/USDC,5m,1858.86,20,50,200,14,40.0,55.0,1.2,0.7,1855.6458737125633,1853.5924031581626,1841.525276904782,57.01058016949873,False,True
2026-02-24 22:25:00,ETH/USDC,5m,1859.05,20,50,200,14,40.0,55.0,1.2,0.7,1855.9700762137536,1853.8060568541075,1841.5547575108837,57.31867331139484,False,True
2026-02-24 22:30:00,ETH/USDC,5m,1858.44,20,50,200,14,40.0,55.0,1.2,0.7,1856.2053070379482,1853.9858199561963,1840.954554322827,55.93262529993964,False,True
2026-02-24 23:00:00,ETH/USDC,5m,1856.02,20,50,200,14,40.0,55.0,1.2,0.7,1857.0257688565544,1854.8580107855519,1843.285301628811,49.003272438171344,False,True
2026-02-24 23:05:00,ETH/USDC,5m,1853.35,20,50,200,14,40.0,55.0,1.2,0.7,1856.6756956234944,1854.7975302944562,1842.8591792207876,44.240792566296754,False,True
2026-02-24 23:10:00,ETH/USDC,5m,1856.77,20,50,200,14,40.0,55.0,1.2,0.7,1856.6846769949266,1854.875230830273,1843.1342885065085,50.83238474289895,False,True
